USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
IL	17161023000	4680875	127822	1.807	0.049	41.4757633	-90.5435406                                                                                                                                        
IL	17161023100	3496624	66115	1.35	0.026	41.4684205	-90.5721252                                                                                                                                          
IL	17161023200	3216994	0	1.242	0.	41.4864227	-90.5693663                                                                                                                                                
IL	17161023300	1621796	0	0.626	0.	41.5000818	-90.5651017                                                                                                                                                
IL	17161023500	889962	0	0.344	0.	41.497473	-90.5759184                                                                                                                                                  
IL	17161023600	1077807	0	0.416	0.	41.4980363	-90.5902026                                                                                                                                                
IL	17161023700	2765954	313981	1.068	0.121	41.4900664	-90.5925064                                                                                                                                        
IL	17161024000	23167384	478980	8.945	0.185	41.434489	-90.464403                                                                                                                                         
IL	17161024101	130645588	0	50.443	0.	41.3761446	-90.5079084                                                                                                                                             
IL	17161024102	93177101	7146615	35.976	2.759	41.4234646	-90.6671949                                                                                                                                     
IL	17161024103	382772159	22911966	147.789	8.846	41.3835168	-90.8368902                                                                                                                                  
IL	17161024200	10343963	46662	3.994	0.018	41.4330811	-90.5803302                                                                                                                                        
IL	17161024300	25304230	2534511	9.77	0.979	41.4526184	-90.5550819                                                                                                                                       
IL	17161024400	2777653	990060	1.072	0.382	41.4760535	-90.5988861                                                                                                                                        
IL	17161024500	5822611	2780720	2.248	1.074	41.5128438	-90.5439433                                                                                                                                       
IL	17163500400	2964324	0	1.145	0.	38.6303831	-90.1198244                                                                                                                                                
IL	17163500500	1663642	0	0.642	0.	38.6323417	-90.1066757                                                                                                                                                
IL	17163500900	3023381	0	1.167	0.	38.6155473	-90.1477452                                                                                                                                                
IL	17163501100	2245001	0	0.867	0.	38.6023865	-90.1353045                                                                                                                                                
IL	17163501200	4038056	0	1.559	0.	38.6116356	-90.1233273                                                                                                                                                
IL	17163501300	4617944	0	1.783	0.	38.6073728	-90.0927067                                                                                                                                                
IL	17163501400	2044954	0	0.79	0.	38.5952772	-90.0637327                                                                                                                                                 
IL	17163501501	3915169	0	1.512	0.	38.5823112	-90.0511938                                                                                                                                                
IL	17163501502	3430029	4815	1.324	0.002	38.5630153	-90.0401357                                                                                                                                          
IL	17163501602	3230026	2556	1.247	0.001	38.5339141	-90.0120236                                                                                                                                          
IL	17163501604	3373927	25006	1.303	0.01	38.5472072	-90.0187789                                                                                                                                          
IL	17163501605	1939215	0	0.749	0.	38.5473547	-90.0439498                                                                                                                                                
IL	17163501606	3074063	4385	1.187	0.002	38.5157451	-90.0038893                                                                                                                                          
IL	17163501607	3897470	71166	1.505	0.027	38.5282374	-90.0236131                                                                                                                                         
IL	17163501700	2733491	7812	1.055	0.003	38.512115	-89.9895904                                                                                                                                           
IL	17163501801	1812053	0	0.7	0.	38.5261764	-89.9666642                                                                                                                                                  
IL	17163501802	1683060	4355	0.65	0.002	38.5205801	-89.9746338                                                                                                                                           
IL	17163501900	1883741	0	0.727	0.	38.509513	-89.9717116                                                                                                                                                 
IL	17163502100	11426886	412257	4.412	0.159	38.648286	-90.1190737                                                                                                                                        
IL	17163502200	4035855	0	1.558	0.	38.6327327	-90.0889301                                                                                                                                                
IL	17163502300	18538912	2685384	7.158	1.037	38.580567	-90.1918439                                                                                                                                       
IL	17163502401	1982913	0	0.766	0.	38.6219122	-90.0999002                                                                                                                                                
IL	17163502404	24833855	607020	9.588	0.234	38.6261014	-90.0588904                                                                                                                                       
IL	17163502500	4080135	66329	1.575	0.026	38.5857898	-90.1164529                                                                                                                                         
IL	17163502602	6500483	199347	2.51	0.077	38.5556062	-90.1802515                                                                                                                                         
IL	17163502603	15163300	222622	5.855	0.086	38.5645887	-90.1392409                                                                                                                                       
IL	17163502700	1932278	0	0.746	0.	38.5794651	-90.1273297                                                                                                                                                
IL	17163502800	4596236	68997	1.775	0.027	38.5680696	-90.1078837                                                                                                                                         
IL	17163502900	8801708	706574	3.398	0.273	38.5864967	-90.0891888                                                                                                                                        
IL	17163503101	59006584	995843	22.783	0.384	38.5018574	-90.1765566                                                                                                                                      
IL	17163503102	29235706	1661431	11.288	0.641	38.5272675	-90.2232602                                                                                                                                     
IL	17163503202	65073251	559712	25.125	0.216	38.5168152	-90.0830059                                                                                                                                      
IL	17163503203	121083533	2692706	46.751	1.04	38.4184202	-90.0863065                                                                                                                                     
IL	17163503211	9798058	0	3.783	0.	38.5648034	-90.0666973                                                                                                                                                
IL	17163503301	3748135	51372	1.447	0.02	38.5307686	-89.9891895                                                                                                                                          
IL	17163503304	24219491	298254	9.351	0.115	38.4960493	-89.9877301                                                                                                                                       
IL	17163503322	9894969	106471	3.82	0.041	38.5585872	-90.0063865                                                                                                                                         
IL	17163503323	11955296	363555	4.616	0.14	38.5514602	-89.9614913                                                                                                                                        
IL	17163503324	4600051	33484	1.776	0.013	38.5584705	-89.9415468                                                                                                                                         
IL	17163503332	5753062	3824	2.221	0.001	38.5143085	-89.9456708                                                                                                                                          
IL	17163503334	6105828	32486	2.357	0.013	38.5268268	-89.9450219                                                                                                                                         
IL	17163503404	32673672	280055	12.615	0.108	38.6301187	-89.9533764                                                                                                                                      
IL	17163503411	7614477	15519	2.94	0.006	38.6297078	-90.0291527                                                                                                                                          
IL	17163503412	19111289	39639	7.379	0.015	38.6297819	-90.0114063                                                                                                                                        
IL	17163503413	5499541	24978	2.123	0.01	38.5860638	-89.9752068                                                                                                                                          
IL	17163503414	9289986	17499	3.587	0.007	38.582634	-89.9487207                                                                                                                                          
IL	17163503415	9060801	104869	3.498	0.04	38.5888504	-90.0198549                                                                                                                                         
IL	17163503416	9069630	63547	3.502	0.025	38.5937219	-89.9968936                                                                                                                                         
IL	17163503800	10159994	71982	3.923	0.028	38.5429744	-89.8521267                                                                                                                                        
IL	17163503903	70586635	941531	27.254	0.364	38.4738302	-89.8805073                                                                                                                                      
IL	17163503905	12190485	769962	4.707	0.297	38.4386991	-89.9297397                                                                                                                                       
IL	17163503906	119370112	4039373	46.089	1.56	38.4102653	-89.9746311                                                                                                                                     
IL	17163503907	16238163	149821	6.27	0.058	38.5483293	-89.9087756                                                                                                                                        
IL	17163503908	37343263	117579	14.418	0.045	38.5290895	-89.8735855                                                                                                                                      
IL	17163504001	179902460	6207381	69.461	2.397	38.3557958	-89.9240886                                                                                                                                    
IL	17163504002	351978970	12958313	135.9	5.003	38.3269915	-89.7810039                                                                                                                                    
IL	17163504351	3098943	73528	1.197	0.028	38.600868	-89.9006474                                                                                                                                          
IL	17163504352	7340430	64775	2.834	0.025	38.5824516	-89.8917653                                                                                                                                         
IL	17163504353	19887282	198032	7.679	0.076	38.6247943	-89.8818077                                                                                                                                       
IL	17163504354	5222518	22347	2.016	0.009	38.5833945	-89.9189293                                                                                                                                         
IL	17163504355	9727156	212305	3.756	0.082	38.6279497	-89.9202433                                                                                                                                        
IL	17163504356	7885266	301770	3.045	0.117	38.5026032	-89.8150002                                                                                                                                        
IL	17163504357	65738391	193540	25.382	0.075	38.5175655	-89.7652814                                                                                                                                      
IL	17163504358	84500526	654891	32.626	0.253	38.5727157	-89.7723442                                                                                                                                      
IL	17163504359	84629896	787294	32.676	0.304	38.6312031	-89.7923522                                                                                                                                      
IL	17163504501	5082495	12261	1.962	0.005	38.5938748	-90.1452281                                                                                                                                         
IL	17163504502	13301069	1599120	5.136	0.617	38.6360411	-90.1654157                                                                                                                                      
IL	17163504600	3120772	0	1.205	0.	38.6299022	-90.1392228                                                                                                                                                
IL	17165955100	9051553	165407	3.495	0.064	37.812845	-88.4515976                                                                                                                                         
IL	17165955500	5138407	17984	1.984	0.007	37.8184567	-88.4282428                                                                                                                                         
IL	17165955600	287492338	2769818	111.001	1.069	37.8370969	-88.4833237                                                                                                                                   
IL	17165955700	217265980	4034894	83.887	1.558	37.8087172	-88.6435984                                                                                                                                    
IL	17165955800	9541928	51322	3.684	0.02	37.7467656	-88.5551076                                                                                                                                          
IL	17165955900	10979694	518576	4.239	0.2	37.7435632	-88.5287631                                                                                                                                         
IL	17165956000	4549422	36109	1.757	0.014	37.7209272	-88.5567571                                                                                                                                         
IL	17165956100	52975822	1312874	20.454	0.507	37.6990576	-88.6257836                                                                                                                                     
IL	17165956200	387189058	9058115	149.495	3.497	37.6675975	-88.5027603                                                                                                                                   
IL	17167000100	32267413	461893	12.459	0.178	39.8465417	-89.6551739                                                                                                                                      
IL	17167000201	5895150	0	2.276	0.	39.8247916	-89.6984289                                                                                                                                                
IL	17167000202	4077470	0	1.574	0.	39.8146243	-89.6794658                                                                                                                                                
IL	17167000300	4162083	0	1.607	0.	39.8188875	-89.6639894                                                                                                                                                
IL	17167000400	3215106	0	1.241	0.	39.8245042	-89.6511169                                                                                                                                                
IL	17167000501	4565619	0	1.763	0.	39.837858	-89.6108138                                                                                                                                                 
IL	17167000503	2157773	0	0.833	0.	39.8241044	-89.6307881                                                                                                                                                
IL	17167000504	2048750	0	0.791	0.	39.8269931	-89.6095987                                                                                                                                                
IL	17167000600	6668052	0	2.575	0.	39.8076172	-89.6043639                                                                                                                                                
IL	17167000700	2089877	0	0.807	0.	39.8144415	-89.622359                                                                                                                                                 
IL	17167000800	1271262	0	0.491	0.	39.8088053	-89.6359254                                                                                                                                                
IL	17167000900	1430961	0	0.552	0.	39.8115661	-89.6449702                                                                                                                                                
IL	17167001001	2502760	0	0.966	0.	39.807759	-89.7035729                                                                                                                                                 
IL	17167001003	1170500	37539	0.452	0.014	39.7929999	-89.7134518                                                                                                                                         
IL	17167001004	2608021	0	1.007	0.	39.7942823	-89.6968061                                                                                                                                                
IL	17167001100	1956744	0	0.756	0.	39.7941516	-89.679966                                                                                                                                                 
IL	17167001200	1537045	0	0.593	0.	39.7921925	-89.6680127                                                                                                                                                
IL	17167001300	1327187	0	0.512	0.	39.8009618	-89.6608819                                                                                                                                                
IL	17167001400	734387	0	0.284	0.	39.7999172	-89.6470777                                                                                                                                                 
IL	17167001600	2989644	0	1.154	0.	39.7957608	-89.6195439                                                                                                                                                
IL	17167001800	1771847	0	0.684	0.	39.7858334	-89.6479475                                                                                                                                                
IL	17167001900	1398371	0	0.54	0.	39.7895625	-89.6577135                                                                                                                                                 
IL	17167002001	3160268	0	1.22	0.	39.7788765	-89.6966049                                                                                                                                                 
IL	17167002002	3257437	0	1.258	0.	39.766798	-89.7085015                                                                                                                                                 
IL	17167002100	2900245	0	1.12	0.	39.7786951	-89.6772964                                                                                                                                                 
IL	17167002200	1502221	0	0.58	0.	39.777295	-89.6596834                                                                                                                                                  
IL	17167002300	1378041	0	0.532	0.	39.7808495	-89.6392463                                                                                                                                                
IL	17167002400	4642718	0	1.793	0.	39.7800007	-89.6180733                                                                                                                                                
IL	17167002500	5304967	8289	2.048	0.003	39.7599979	-89.6181754                                                                                                                                          
IL	17167002600	1833501	0	0.708	0.	39.7699469	-89.641266                                                                                                                                                 
IL	17167002700	6706905	6296	2.59	0.002	39.7540066	-89.6459012                                                                                                                                           
IL	17167002801	1796286	0	0.694	0.	39.7682223	-89.6723935                                                                                                                                                
IL	17167002802	5880056	0	2.27	0.	39.7547078	-89.6726732                                                                                                                                                 
IL	17167002900	6129562	0	2.367	0.	39.7530241	-89.7016233                                                                                                                                                
IL	17167003000	23259791	75492	8.981	0.029	39.7218942	-89.6486475                                                                                                                                        
IL	17167003100	29977959	15179152	11.575	5.861	39.6907854	-89.6584293                                                                                                                                    
IL	17167003201	11563134	578601	4.465	0.223	39.6963857	-89.6859574                                                                                                                                       
IL	17167003202	71599083	72933	27.645	0.028	39.6626052	-89.7646148                                                                                                                                       
IL	17167003203	69148906	400170	26.699	0.155	39.6519014	-89.6535402                                                                                                                                      
IL	17167003300	182069003	194540	70.297	0.075	39.5839954	-89.6140292                                                                                                                                     
IL	17167003400	97437512	0	37.621	0.	39.5711749	-89.7623364                                                                                                                                              
IL	17167003500	548131092	280907	211.635	0.108	39.7333761	-89.8871664                                                                                                                                    
IL	17167003601	98014994	277435	37.844	0.107	39.8421957	-89.7711034                                                                                                                                      
IL	17167003602	15156022	0	5.852	0.	39.8055784	-89.7365426                                                                                                                                               
IL	17167003603	82825200	27142	31.979	0.01	39.7378955	-89.7659475                                                                                                                                        
IL	17167003604	6943088	0	2.681	0.	39.7675325	-89.7263759                                                                                                                                                
IL	17167003701	71114837	383220	27.458	0.148	39.9256793	-89.5332625                                                                                                                                      
IL	17167003702	149439819	703224	57.699	0.272	39.9243993	-89.6499056                                                                                                                                     
IL	17167003801	29039420	680270	11.212	0.263	39.8455898	-89.5642881                                                                                                                                      
IL	17167003802	71333935	955509	27.542	0.369	39.8491232	-89.5109493                                                                                                                                      
IL	17167003901	107282738	1202385	41.422	0.464	39.6960595	-89.5296888                                                                                                                                    
IL	17167003902	93629986	1148352	36.151	0.443	39.7598226	-89.4921425                                                                                                                                     
IL	17167004000	356536970	74417	137.66	0.029	39.8466751	-89.35895                                                                                                                                        
IL	17167004200	1863106	0	0.719	0.	39.7954394	-89.6358797                                                                                                                                                
IL	17169970100	762730237	93137	294.492	0.036	40.1823552	-90.6965848                                                                                                                                     
IL	17169970200	18844089	37235	7.276	0.014	40.136241	-90.5427545                                                                                                                                         
IL	17169970300	351028436	10380260	135.533	4.008	40.0946237	-90.4618038                                                                                                                                  
IL	17171970600	317504924	3269097	122.589	1.262	39.7056011	-90.5162334                                                                                                                                   
IL	17171970700	332037114	1545450	128.2	0.597	39.5859912	-90.4396312                                                                                                                                     
IL	17173959100	344620927	1451878	133.059	0.561	39.5727773	-88.8745018                                                                                                                                   
IL	17173959200	398118917	816628	153.715	0.315	39.445245	-88.8953341                                                                                                                                     
IL	17173959300	17675303	68907	6.824	0.027	39.4062937	-88.8027798                                                                                                                                        
IL	17173959400	352776108	20565166	136.208	7.94	39.4230272	-88.6307865                                                                                                                                   
IL	17173959500	430030279	1593474	166.036	0.615	39.2808201	-88.6472581                                                                                                                                   
IL	17173959600	421304607	253295	162.667	0.098	39.2816547	-88.964642                                                                                                                                     
IL	17175951400	337466017	659612	130.296	0.255	41.1616917	-89.7977965                                                                                                                                    
IL	17175951500	408723887	25172	157.809	0.01	41.0425793	-89.7937413                                                                                                                                      
IL	17177000100	249799334	437093	96.448	0.169	42.416041	-89.4980206                                                                                                                                      
IL	17177000200	245360990	37610	94.734	0.015	42.4376488	-89.6817549                                                                                                                                      
IL	17177000300	175352849	177121	67.704	0.068	42.4520097	-89.8574304                                                                                                                                     
IL	17177000400	279620250	23705	107.962	0.009	42.2882424	-89.8310011                                                                                                                                     
IL	17177000500	158672294	213510	61.264	0.082	42.2824446	-89.6957228                                                                                                                                     
IL	17177000600	299544704	361725	115.655	0.14	42.2810106	-89.52014                                                                                                                                       
IL	17177000700	14074767	0	5.434	0.	42.3006688	-89.5914035                                                                                                                                               
IL	17177000800	4409976	83069	1.703	0.032	42.306551	-89.6361578                                                                                                                                          
IL	17177000900	8368107	0	3.231	0.	42.3033234	-89.667888                                                                                                                                                 
IL	17177001000	11966617	16390	4.62	0.006	42.278847	-89.6594113                                                                                                                                          
IL	17177001100	2862032	0	1.105	0.	42.2839113	-89.6387183                                                                                                                                                
IL	17177001200	4755813	0	1.836	0.	42.2751585	-89.6260577                                                                                                                                                
IL	17177001300	6604318	0	2.55	0.	42.2771173	-89.606578                                                                                                                                                  
IL	17179020100	12455368	7065349	4.809	2.728	40.6791384	-89.5649062                                                                                                                                      
IL	17179020301	14504945	0	5.6	0.	40.6544166	-89.532933                                                                                                                                                  
IL	17179020302	12884679	0	4.975	0.	40.6412169	-89.5551471                                                                                                                                               
IL	17179020400	9133088	619163	3.526	0.239	40.6381737	-89.6016503                                                                                                                                        
IL	17179020500	18451211	1756453	7.124	0.678	40.6152273	-89.6117849                                                                                                                                      
IL	17179020600	1152191	0	0.445	0.	40.581728	-89.6412698                                                                                                                                                 
IL	17179020700	6642452	425021	2.565	0.164	40.5914544	-89.6234135                                                                                                                                        
IL	17179020800	2946663	1270197	1.138	0.49	40.5840543	-89.6530279                                                                                                                                        
IL	17179020900	2453233	361701	0.947	0.14	40.5580307	-89.6621657                                                                                                                                         
IL	17179021000	2487755	0	0.961	0.	40.5603677	-89.6402307                                                                                                                                                
IL	17179021101	4942894	28621	1.908	0.011	40.5706829	-89.6127911                                                                                                                                         
IL	17179021102	5526659	529243	2.134	0.204	40.5455949	-89.6186154                                                                                                                                        
IL	17179021201	40180094	1885067	15.514	0.728	40.724824	-89.4867249                                                                                                                                      
IL	17179021202	5249644	5820	2.027	0.002	40.6873326	-89.5447916                                                                                                                                          
IL	17179021203	6388932	0	2.467	0.	40.6944279	-89.5068409                                                                                                                                                
IL	17179021500	63820910	511737	24.641	0.198	40.6003417	-89.5354689                                                                                                                                      
IL	17179021603	36175024	67215	13.967	0.026	40.6425732	-89.4456016                                                                                                                                       
IL	17179021604	9438899	63596	3.644	0.025	40.5974196	-89.4841135                                                                                                                                         
IL	17179021605	1637347	0	0.632	0.	40.606387	-89.4571043                                                                                                                                                 
IL	17179021606	27084415	0	10.457	0.	40.5895307	-89.4368423                                                                                                                                              
IL	17179021701	192960661	601873	74.503	0.232	40.5680976	-89.3388139                                                                                                                                     
IL	17179021702	174301417	227366	67.298	0.088	40.5235074	-89.5034609                                                                                                                                     
IL	17179021801	46924570	0	18.118	0.	40.5105532	-89.6482697                                                                                                                                              
IL	17179021802	181678093	14102608	70.146	5.445	40.4857345	-89.7917387                                                                                                                                   
IL	17179021900	339163695	52147	130.952	0.02	40.3969323	-89.5957708                                                                                                                                      
IL	17179022000	339384693	105111	131.037	0.041	40.4082638	-89.3667288                                                                                                                                    
IL	17179022100	62528179	0	24.142	0.	40.7039018	-89.3679462                                                                                                                                              
IL	17179022200	24151989	34035	9.325	0.013	40.6754383	-89.4374943                                                                                                                                        
IL	17179022300	14334187	0	5.534	0.	40.7218633	-89.4260918                                                                                                                                               
IL	17179022400	15362688	0	5.932	0.	40.6797976	-89.488457                                                                                                                                                
IL	17181950100	294103421	2309213	113.554	0.892	37.5287355	-89.1308683                                                                                                                                   
IL	17181950200	337611389	10821299	130.352	4.178	37.5270778	-89.3821807                                                                                                                                  
IL	17181950300	14440739	63242	5.576	0.024	37.4510987	-89.2777585                                                                                                                                        
IL	17181950400	27733058	249385	10.708	0.096	37.4491878	-89.2357414                                                                                                                                      
IL	17181950500	396842660	9097281	153.222	3.512	37.3894453	-89.226725                                                                                                                                    
IL	17183000100	1970260	51234	0.761	0.02	40.1230198	-87.6302178                                                                                                                                          
IL	17183000200	2232134	0	0.862	0.	40.1269817	-87.6177502                                                                                                                                                
IL	17183000300	1989899	0	0.768	0.	40.1253479	-87.6069107                                                                                                                                                
IL	17183000400	16116217	0	6.223	0.	40.1510938	-87.5662188                                                                                                                                               
IL	17183000500	10058255	0	3.884	0.	40.1589986	-87.6064576                                                                                                                                               
IL	17183000600	1980211	0	0.765	0.	40.1402895	-87.6321767                                                                                                                                                
IL	17183000700	11182199	609133	4.317	0.235	40.1627455	-87.662637                                                                                                                                        
IL	17183000800	9051644	263870	3.495	0.102	40.1372953	-87.6688271                                                                                                                                        
IL	17183000900	13880052	352747	5.359	0.136	40.1161911	-87.6575874                                                                                                                                       
IL	17183001200	12664184	0	4.89	0.	40.1840005	-87.6124022                                                                                                                                                
IL	17183001300	20741588	2063082	8.008	0.797	40.1813717	-87.6666322                                                                                                                                      
IL	17183010100	500676022	82280	193.312	0.032	40.4185976	-87.7524548                                                                                                                                     
IL	17183010200	22627084	8064	8.736	0.003	40.4665913	-87.6603438                                                                                                                                         
IL	17183010300	582494779	772287	224.903	0.298	40.2725486	-87.7356751                                                                                                                                    
IL	17183010400	90922747	7869	35.105	0.003	40.2241202	-87.5747373                                                                                                                                        
IL	17183010500	53066384	507086	20.489	0.196	40.0989809	-87.5829144                                                                                                                                      
IL	17183010600	21720757	18483	8.386	0.007	40.0390695	-87.6284533                                                                                                                                        
